[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+2.999325E+00	+4.470394E-02
+2.999628E+00	+4.476950E-02
+3.000134E+00	+4.483456E-02
+3.000637E+00	+4.490113E-02
+3.000839E+00	+4.497073E-02
+3.000940E+00	+4.503529E-02
+3.001848E+00	+4.510236E-02
+3.002554E+00	+4.517196E-02
+3.003260E+00	+4.523551E-02
+3.003965E+00	+4.530410E-02
+3.004066E+00	+4.537420E-02
+3.004168E+00	+4.543673E-02
+3.006084E+00	+4.549978E-02
+3.005480E+00	+4.557038E-02
+3.005680E+00	+4.563595E-02
+3.005579E+00	+4.570252E-02
+3.006487E+00	+4.577262E-02
+3.007597E+00	+4.583566E-02
+3.008505E+00	+4.590173E-02
+3.008001E+00	+4.597133E-02
+3.009312E+00	+4.603689E-02
+3.009312E+00	+4.610094E-02
+3.009817E+00	+4.617104E-02
+3.010523E+00	+4.623660E-02
+3.010422E+00	+4.630772E-02
+3.011633E+00	+4.637127E-02
+3.011532E+00	+4.643682E-02
+3.012238E+00	+4.650541E-02
+3.012743E+00	+4.657198E-02
+3.013044E+00	+4.663604E-02
+3.013651E+00	+4.670816E-02
+3.013247E+00	+4.677220E-02
+3.014357E+00	+4.683726E-02
+3.015062E+00	+4.690787E-02
+3.015062E+00	+4.697242E-02
+3.015566E+00	+4.703698E-02
+3.015768E+00	+4.710557E-02
+3.016474E+00	+4.717113E-02
+3.017080E+00	+4.723620E-02
+3.018290E+00	+4.730680E-02
+3.017786E+00	+4.736934E-02
+3.017887E+00	+4.743642E-02
+3.018795E+00	+4.750652E-02
+3.019299E+00	+4.757107E-02
+3.019299E+00	+4.763562E-02
+3.021013E+00	+4.770623E-02
+3.020308E+00	+4.777078E-02
+3.020712E+00	+4.783686E-02
+3.022224E+00	+4.790494E-02
+3.022224E+00	+4.797202E-02
+3.023737E+00	+4.803506E-02
+3.023335E+00	+4.810616E-02
+3.022829E+00	+4.817123E-02
+3.023737E+00	+4.823578E-02
+3.024141E+00	+4.830689E-02
+3.025755E+00	+4.837145E-02
+3.025251E+00	+4.843651E-02
+3.025755E+00	+4.850661E-02
+3.026461E+00	+4.857217E-02
+3.026966E+00	+4.863673E-02
+3.027067E+00	+4.870582E-02
+3.028076E+00	+4.876987E-02
+3.028378E+00	+4.884199E-02
+3.029083E+00	+4.890705E-02
+3.029083E+00	+4.897110E-02
+3.029690E+00	+4.904120E-02
+3.029589E+00	+4.910626E-02
+3.030193E+00	+4.916880E-02
+3.031303E+00	+4.923940E-02
+3.031202E+00	+4.930749E-02
+3.031607E+00	+4.937053E-02
+3.032009E+00	+4.943811E-02
+3.032413E+00	+4.950519E-02
+3.033018E+00	+4.956923E-02
+3.034733E+00	+4.963934E-02
+3.034027E+00	+4.970339E-02
+3.033926E+00	+4.976996E-02
+3.035036E+00	+4.984057E-02
+3.035137E+00	+4.990461E-02
+3.035944E+00	+4.997069E-02
+3.036852E+00	+5.003776E-02
+3.036146E+00	+5.010534E-02
+3.036650E+00	+5.016889E-02
+3.037355E+00	+5.024000E-02
+3.038567E+00	+5.030455E-02
+3.038969E+00	+5.036861E-02
+3.038870E+00	+5.043972E-02
+3.038870E+00	+5.050528E-02
+3.039877E+00	+5.056832E-02
+3.040483E+00	+5.064044E-02
+3.040987E+00	+5.070701E-02
+3.040585E+00	+5.076854E-02
+3.041391E+00	+5.083864E-02
+3.042601E+00	+5.090269E-02
+3.043207E+00	+5.096573E-02
+3.043812E+00	+5.103886E-02
+3.042904E+00	+5.110291E-02
